183708	35914	18021	65875	38667	91770	38458	51693	3986	9300	66660	77004	8754	80616	40441	6142	57407	14468	29769	27235	45338	15655	62768	21997	105913	18418	91889	98510	36646	17407	106117	73095	79070	49950	67874	70095	42750	9623	58209	20437	15212	69426	27054	35159	50109	28004	63135	19686	27734	60542	55630	102794	47837	41465	25201	133035	40184	88427	24738	8439	27806	35665	58963	61496	11827	7584	82966	4437	55828	108629	40104	70731	5857	12941	795	60849	46188	158011	68659	65367	39943	8015	88659	78072	103576	48879	4007	22236	67958	13198	58368	59427	40617	49243	31708	112172	9019	92159	35333	37638	8777
185245	61414	36640	3812	7239	75842	23123	38848	40302	24685	5298	48406	97042	51693	75870	29179	117477	58896	17086	28301	89477	94535	57812	37655	70003	77933	55040	454	33950	38638	18021	15424	121656	15625	35736	59593	23916	38318	66660	57625	79199	105691	35347	19589	67238	86042	90199	45028	11461	9505	82892	46278	18361	27608	3123	109043	7041	45317	20170	39611	48755	45010	20071	30352	46188	62563	19950	45197	12263	65895	36558	64715	55779	54992	72917	1578	11545	31533	58613	43376	45621	116778	116834	34865	56425	49989	44962	29854	36646	56369	22942	34621	36367	49280	10141	40104	62404	4674	65875	46873	29775
183221	59827	10141	72113	17200	67872	36914	108629	6261	14666	47212	27965	9619	2758	42051	42853	22571	46966	45313	3785	38544	121881	13011	68896	73469	27089	106117	95134	89455	139015	28427	32562	6314	10880	32824	90626	120517	22414	85349	18420	58362	35232	51162	61641	32362	118523	5310	2638	98705	16850	88521	21492	4409	58695	41046	54715	47301	36470	132797	25782	21482	8387	72220	18352	57908	29926	26133	69426	62816	2003	48585	86241	28587	49256	100126	46673	45028	74390	38120	549	35500	10437	32557	88689	6340	23381	65842	19428	89205	43146	80836	63025	27734	51648	82548	2099	25701	55124	75029	41284	22470
183412	42807	193	19719	6466	7498	16397	16476	21393	49431	47931	1258	78472	3785	41465	10017	82135	14455	52059	4111	49735	40291	5006	24057	12892	2328	8643	14498	577	69234	22445	39134	8467	92487	55393	37059	14164	57908	112553	14468	67766	56224	80866	52427	21764	68736	52177	2925	56123	11479	105096	38242	22155	61659	76508	7184	28938	83970	53700	7685	28665	49280	104458	6969	6315	1850	41412	24995	29179	49623	29625	2415	61014	4618	89375	3487	13629	63560	81778	35736	65367	42171	70047	13850	103112	55474	39658	4133	170122	87964	8898	104042	67109	13211	45319	56516	43914	36510	41665	1341	44141
185501	82228	61175	120141	133156	30007	38550	16013	17461	1212	39611	143460	72815	28802	19524	61374	67268	32297	19260	7860	90112	40497	18093	56435	43765	62816	6735	43170	37329	60875	9677	69594	116	24530	49243	45138	50843	67109	11263	14970	74698	35381	67795	53804	42193	44141	63419	7157	130393	18843	73469	30814	44607	67766	113708	39703	88427	18352	42597	55630	42953	88848	38294	92439	53486	90199	89472	99762	76937	87956	34460	50236	49954	21611	10664	69133	59586	68131	52935	3123	59956	51611	37966	53648	1602	2665	54011	69292	59682	61014	53092	54992	8318	68434	63385	42632	99815	27793	9147	58772	34381
184996	25622	24908	74767	84463	27140	46865	101425	42275	41135	63763	22090	29066	52104	29912	86558	84656	88617	76547	44607	58185	36086	81576	48171	4478	29674	34865	67127	41281	24784	60347	39159	13552	9750	25109	53987	70567	24754	73083	72815	25223	37026	19020	6843	7218	37966	72924	49073	37293	73650	4400	7477	16397	827	15714	21482	2976	30804	48879	18144	15945	59724	28197	11659	45317	56189	52935	20298	3420	695	6466	85984	42632	26400	58896	60085	19858	39658	22418	13363	95816	57896	40617	12093	69391	81765	80616	26902	1202	43349	5377	79197	65413	43761	56597	13063	21776	24279	110312	54290	18909
183638	103635	25321	11319	54291	39283	30814	16561	77467	4731	2758	60478	42968	72642	14193	21764	21776	106769	75608	38242	42807	13270	14525	64715	12716	42853	11729	133035	49954	46657	19334	16134	79234	21376	76547	71358	31298	17498	68434	20521	2123	136832	28004	69001	74485	22418	43765	38667	46352	11970	92430	213	19524	37181	47165	72170	11982	80836	47954	28779	1602	56369	19317	62380	21037	94301	83894	69666	52582	45638	32145	61778	72989	65823	67766	64957	67874	35736	13263	49256	67212	58548	38550	48406	1104	56704	15506	71676	12772	16287	59538	827	74752	62391	32087	36617	62493	19265	38709	78491	83465
183743	43914	59956	2334	6466	7368	19234	41921	30712	34460	34423	108844	26397	29640	91093	70581	21605	5649	13049	1202	83853	57912	72233	69275	13365	68491	118496	45902	77219	8170	39643	91277	55826	47438	8024	129798	43376	7758	138297	59059	14112	60085	61414	103496	57290	5144	78378	28756	5675	62493	15958	72912	42807	16639	36646	7041	39535	79294	90644	6279	151287	7200	13270	26231	19428	26729	85903	60498	85891	89523	27964	72319	97401	67872	27881	3051	130823	135259	41284	49735	3292	40184	110312	3825	9460	30695	11040	93388	48349	99189	130368	42966	68702	28578	58294	21179	15507	29769	11959	4007	51516
183936	36563	101314	37857	5298	30837	50236	19094	7649	14309	50730	50398	21839	73531	112951	63025	39943	27964	11545	96633	15840	33559	22233	49950	66589	41284	61832	32721	79294	49431	24905	57812	7637	6928	8395	91497	11002	85808	102794	41233	47750	57199	17097	25762	107986	67622	72513	48879	89205	35914	51192	78491	44275	1790	30989	25173	44631	27293	2821	80551	36617	84398	48670	28250	29161	51452	46873	14330	13363	84161	32648	5164	5011	83762	8122	107736	60917	47954	50843	35665	95134	52084	26400	35381	64191	25951	38255	73677	71303	58185	20610	20298	39908	19620	39175	43722	111111	56062	8212	108814	47766
186414	106287	28445	19234	6157	11319	45330	73497	87933	54011	28494	28248	31950	61158	43508	10141	101316	31685	83702	8170	108814	23916	8439	2334	38331	23381	30712	57245	81592	30814	85332	44019	60478	5011	58857	47907	11944	45554	8015	21806	68745	38613	69133	19773	25951	80066	15349	83952	48171	37253	6526	102084	29066	10651	39246	16833	10116	49287	46531	56435	68406	61832	39446	16676	76427	20271	21423	4358	54376	52177	65718	3476	37638	50703	75524	26397	40183	55738	14918	49019	14015	72963	88604	68736	64687	112172	33135	38094	36617	22942	18476	9168	63069	26694	44186	112814	26452	84568	59724	58362	5903
185601	15507	9623	35333	73650	21018	7198	38901	9214	49513	108814	59653	60086	98110	41716	8597	28280	27744	34865	66651	50768	85529	98586	9895	52693	36879	82228	28578	4969	7637	16300	13263	100268	44401	55086	58613	27964	11479	15299	43146	9240	41935	55779	18420	15593	60	64119	8979	62914	151287	22090	18246	72319	48627	3983	1718	46644	42632	73497	29413	24995	110232	27032	65774	70047	75870	48302	56083	4563	56369	107986	8777	26853	16566	73300	15655	94535	41149	47301	34049	4478	78655	12263	53121	65718	85891	47772	947	65842	38242	37655	3051	65543	68037	12641	9619	99606	10601	28422	89246	91497
185460	37651	15410	24962	80882	40291	85829	48173	11633	57453	22473	6024	17876	17631	26231	28059	29479	4960	20571	88659	67149	30410	10168	13011	125103	45554	42193	49287	11585	65054	26729	32076	7041	47954	31865	29450	44201	59827	22098	10166	19686	57069	38550	16639	8754	89523	8859	110415	106153	4770	51201	50711	27089	26280	29912	7859	22414	50843	63152	28779	7498	12772	49989	7157	64390	38447	11040	63905	56811	36558	92269	117286	12162	88005	86558	59576	24754	98175	10726	46657	21997	14131	106769	77933	71295	26295	1263	32821	58924	1578	29929	2375	158402	46278	41412	72963	105913	45621	61072	2309	66954
187681	54749	62563	34109	45797	108206	2334	53427	3567	94212	32557	41878	39062	50703	73918	65405	82892	69275	22562	73663	17975	78353	52538	64611	48323	61414	73532	52142	15424	28779	10880	2428	73739	25223	12891	88604	34651	39943	32076	68816	108461	18246	56165	55563	53551	43765	97716	30196	17221	15614	84877	107736	116807	5649	37056	49073	62404	63905	75661	24091	92837	4049	47165	27881	39576	59317	27988	9240	65718	15604	102977	13862	10396	6379	78124	30947	34328	10230	67491	33091	60198	1071	68543	130393	53577	15731	18751	99762	48496	42908	39942	37181	126531	18733	25701	41743	67776	86803	31706	63181	29416
184131	73433	2334	38318	8425	65895	34685	31394	33192	21971	55066	57056	20571	102798	14014	42468	80966	61072	92487	17215	42632	2602	16063	80026	48729	64687	46606	46280	24045	68745	51694	9410	58209	80074	14498	87035	112470	110201	91988	42102	25138	29214	39128	7239	68131	49883	44957	28458	5187	48879	74536	124590	1180	102739	54243	29649	47954	6257	16190	21195	3785	45330	54992	34579	4210	19334	19288	47907	18023	11944	72319	31708	32824	11959	81957	68434	49117	41826	53648	51920	15472	21482	71897	29018	43287	46531	100883	19822	4437	3099	28221	86272	9460	44880	24754	99606	87933	6534	19686	102520	9677
186880	35500	19238	38458	4969	22233	39062	49954	49139	40707	41684	15625	28197	80105	50703	13811	15204	38762	18389	90386	43170	57407	67268	30947	58561	18922	64957	22574	77022	19334	17697	67958	106106	16561	41061	78491	70831	129240	50236	83136	65085	18093	27032	24685	3099	41281	41454	1064	18352	52059	62563	46531	742	27744	79224	32037	13049	45338	117496	48670	28665	53464	32721	48283	60	66749	85414	30743	17955	3123	5377	139	5857	78467	72442	95816	13365	6036	20279	7477	49287	10017	9405	7184	46697	20610	39443	30190	36461	52084	19094	39361	74752	66208	91988	83124	16163	23075	60498	52538	46966
183295	65411	64119	50595	22428	9356	78272	8754	12641	5164	70027	10140	74536	98597	97716	85349	43765	50523	7436	43786	9052	80105	18396	24702	45227	2638	20252	62805	40617	56094	75029	10168	80836	51201	7584	59827	41465	74874	159647	84398	44275	63025	92837	58359	32324	25109	45423	54197	64225	100380	64611	138297	55040	15438	103635	116	35841	421	19315	60849	89472	48670	1258	5323	101991	68896	65789	37420	19311	12058	1718	55779	31865	101316	73531	28846	83452	1198	34464	32087	70199	45330	70731	25972	28250	18187	32040	49497	108814	23211	58613	72513	5265	56369	41454	26400	102794	5282	61071	80866	87035
183951	21638	67293	25425	36640	26824	31954	41281	52435	41716	39535	59936	30483	62338	36787	80564	4437	63560	72039	50398	5878	12772	73497	421	66651	132532	32434	65525	23786	39175	46280	29912	11319	65054	92439	73442	21611	19250	26663	120141	28301	36646	77933	57258	91455	55779	72113	70853	93589	40014	32040	35347	116778	20271	65367	7533	17955	104723	1529	23198	98705	98172	52059	35500	24091	44019	86803	48323	3825	24754	28359	88427	53927	18144	53890	31079	55350	84161	56460	92798	30770	68166	101662	73413	78966	869	101991	12162	24685	59523	46847	116834	37059	110943	39942	17539	67108	87956	28364	3052	39943
184988	3123	25258	18900	46088	20203	10972	15212	10585	53927	14470	80500	6024	54376	11970	32297	12263	2415	50954	52433	120043	3983	32562	28280	117496	72963	38255	72319	87837	55359	72989	51192	421	38093	38094	87528	4358	16134	29046	123496	59638	46188	86241	49382	28359	100388	59827	1885	53692	21638	75084	11729	35309	78491	7759	95769	136967	9356	60875	138602	51611	35274	3099	98586	63599	75661	81692	54096	77467	33953	62816	43090	38287	62805	90626	3774	55793	60040	10266	9761	98175	56165	63306	70821	31706	79999	15315	72220	27988	39070	76151	29416	68816	73433	69275	14309	35500	95555	72346	1679	61761
183135	49857	39576	64225	108629	98202	72752	25762	26765	71134	79502	18867	57387	34569	79294	46697	117286	10950	24626	1258	22574	35910	48302	11434	108844	52935	41310	30837	44275	37655	17697	1832	89385	51321	80066	43349	20662	67255	48585	53804	2910	42966	18922	34110	42750	54197	15840	62493	19428	48627	31954	21275	4944	116750	95874	68915	104042	88659	40480	1064	60	129798	51694	67773	54802	70917	104176	966	89455	21274	2557	48323	4133	24530	26659	52118	76151	70581	98568	89205	111231	24702	26886	32562	101687	67046	20437	62948	30265	31638	70567	82054	101662	72989	63313	98510	77219	123224	35882	65147	16134
184495	70027	92269	25113	28360	38482	21018	38806	21651	27140	48124	9716	12772	51845	9791	31399	73677	1153	7218	41233	72752	41281	63158	59720	46697	55359	108141	26995	62563	79999	34381	67872	45181	1156	33353	98110	2334	58209	23198	36149	80966	1782	28578	72917	29926	54715	15945	62948	70572	18187	45197	64225	4111	95134	36617	54290	8467	17086	60498	61659	50954	1360	24114	85529	49280	1212	30820	63152	49382	44590	71295	69133	7116	38531	124623	32824	44631	28359	18867	68896	48496	125103	76508	39499	34423	82741	32037	60880	57453	41687	66208	742	10168	21393	85984	1329	55040	59509	92430	48151	985
183098	69234	125103	1776	8777	72113	39107	98172	67109	55124	65789	87837	42102	79391	19234	75146	83970	12892	46119	47766	8778	39134	28408	41687	39750	31399	119246	19662	64611	33148	39383	57369	58438	20762	41454	60382	31243	76508	48670	56117	31685	83853	30474	19094	49930	95555	58561	71295	90956	41233	95134	28285	45313	10230	64191	44275	25991	96875	70199	5723	63763	59682	33633	34623	69245	16565	12244	101932	22236	88427	48215	44590	29416	18253	41046	53092	18476	110415	8395	21605	133179	85662	44880	4960	15604	32824	85497	8691	6036	41465	84568	60917	47438	121656	89246	38392	53551	28301	5588	56189	59399
184314	74654	6544	56597	2665	28445	64957	18389	38550	3292	11487	43106	59538	85891	39159	37904	46088	78353	108752	57290	36914	62647	21776	22574	6864	4358	27835	38762	25158	52084	4409	48151	30190	77338	25223	57509	20265	7584	91059	50109	16859	78072	30770	61014	39535	25185	15230	1545	31180	24060	10017	8318	19288	52394	78124	31243	16476	68702	549	70581	13054	67046	14193	101425	1529	7860	108844	67670	21839	67766	49954	5153	89385	2602	17086	98143	58359	73663	72752	105691	40804	27906	26995	45237	6833	80500	25782	80551	39373	11319	31207	7200	59399	98548	43206	35841	8691	14015	68166	33192	6534
186635	102739	1978	133035	82817	48345	99918	29649	118523	91277	74666	33318	2821	83762	15945	18900	136967	57387	20485	8387	103576	64550	60480	85984	4969	75608	69594	45797	36169	27321	12887	57344	34460	68816	14970	577	13055	12575	73663	75524	77219	13063	7685	18476	96110	74874	21806	65405	69133	83260	17313	51201	16850	51225	55200	43354	46280	67268	24627	60849	43146	68659	55779	19950	63313	26853	118496	61496	101687	99815	69391	108176	28285	119611	78072	105096	59720	12110	62805	80804	4990	83894	36407	72168	83172	27964	83465	34621	7477	138732	5857	79594	32135	83970	37059	36398	30837	8016	82268	16397	10141
186314	13343	50843	32562	25701	39407	5377	45033	33530	77338	81592	15625	17746	63397	25698	58359	34685	49623	9405	49513	38093	24533	56631	21482	120141	16418	1212	1634	52521	59059	29912	14996	2885	49930	10266	20026	5144	59427	15168	100371	13408	5282	56062	26699	52693	50523	83172	39703	38255	75053	63819	19469	35729	8170	67283	135362	92798	17221	30804	58772	73083	60425	10393	21764	28004	30410	98568	31204	43703	8619	36617	13972	92487	60184	9619	15746	72612	21275	15204	71303	96633	2557	60198	2003	53692	81778	54749	31950	4145	12315	106117	25475	50611	14455	37293	14391	31079	103576	69001	74620	16134
186393	11434	43882	40184	1132	67283	3317	30989	132797	92439	28846	5649	51318	32569	49883	11659	31578	35882	3181	121881	45975	38203	123224	32135	87237	45921	99815	62581	40707	48215	45168	81057	11319	64715	43376	35729	9083	55326	103635	81957	36102	47212	37651	42597	38287	18909	966	18187	90112	112814	41826	18260	42632	125277	37977	20762	64119	72989	66677	136967	69391	101425	27140	19773	59538	49139	51451	65136	19858	75549	2638	45313	117286	71897	20534	77004	129798	12688	60674	39020	71676	36616	95134	9823	11874	13984	71697	81653	21839	51201	102084	94301	133156	105666	48171	34460	60085	96890	5265	43765	86272
186224	106153	37655	65875	98954	45010	41454	91768	9623	58548	53987	73873	14080	38392	99762	49883	89205	40183	106287	26193	14455	28422	11659	47418	106769	36646	47874	40480	33649	33688	55200	48670	100268	46966	11319	29640	15017	61071	51318	44186	35391	1769	91889	50703	86042	29161	55937	57069	3476	38890	56619	26729	29432	57199	68037	70047	64835	43722	17001	21275	52300	13785	136967	14661	105913	67293	947	18476	34579	69245	1215	67268	5310	83465	44880	11531	39324	19202	36558	12892	2409	41935	41921	18524	120506	8619	48474	54376	22155	2821	48585	96452	13055	15507	35232	3983	28494	58359	18418	15438	25223
182979	70517	25475	99918	75549	41522	35872	23512	4111	4145	69600	35851	81957	14434	31298	80500	120506	9240	21037	34569	73918	74169	11461	53927	74654	14590	4640	12364	36852	3104	14996	53082	106106	1718	42051	126320	18389	48674	98110	139142	48824	28665	65670	9623	39643	99606	42926	4990	65789	9505	102794	71314	72113	582	67255	24879	52922	21700	53551	47273	11982	24962	13488	38881	33135	61175	54044	8619	6466	76143	57056	74302	8898	5576	106117	10017	80415	17001	85984	20440	79812	83136	103635	67766	5649	71325	8212	34434	44817	26803	11953	67127	27793	34345	84398	23381	60508	8643	26404	17221	60849
184080	47165	1624	41135	22574	26661	39246	35159	39904	54291	3099	48323	17892	43181	43758	73663	90908	63313	61854	39535	38613	42750	54749	58885	18733	10204	61014	23786	115097	13049	11944	77467	31706	79327	52142	53598	130999	88933	62768	24060	15017	86705	4944	16418	38482	5310	79199	73413	6864	127958	22942	48053	80804	61659	17237	30483	20313	36086	39171	63224	49513	2633	40014	49932	42051	48448	31308	57056	13365	18389	85984	27597	20442	68915	60313	22659	35872	9823	52693	19124	78351	45921	34604	103635	98175	57908	127242	39070	45319	68134	25258	126112	16639	12263	27279	24754	15731	65024	42908	17227	55826
186515	18023	11909	85414	72777	64550	106117	67238	10166	39962	72113	73395	88912	55793	3123	63152	7157	19234	78353	26803	36640	28427	89385	18260	18478	37591	57387	40666	21037	14434	28285	113075	10703	112470	63757	63599	40104	44019	74620	56425	8387	74911	13049	112814	117496	14015	22659	21018	6255	42908	14590	39134	42750	1392	34604	96110	20442	4210	82054	80121	10266	53804	37293	70333	81576	52521	51321	34490	35309	43146	3095	61752	27150	91768	70821	55306	67958	69245	119611	106873	106606	33953	85302	74536	74380	25129	43349	54509	17313	54522	10584	66651	42597	47640	47212	19288	61832	13011	51191	65789	43882
184786	39246	30770	18396	72442	36914	19288	54418	75053	30814	38638	47734	10437	91497	89205	110201	106009	55427	53231	59925	38447	73300	48474	120517	38392	72917	52177	34381	84568	62493	79327	49883	74620	12016	25158	12110	2885	25109	28987	20437	35665	34865	26400	68434	47301	98548	26824	19620	36285	24566	65823	35272	70333	102282	45975	81957	82741	43090	103576	28445	1202	70856	86803	2925	3774	9750	40480	58061	7533	36445	81057	88933	33148	39703	25223	2123	29625	27835	57646	13629	39407	32076	39576	19428	1529	2003	59939	24995	66954	159647	71229	47431	48448	30743	63905	24533	72168	48496	16877	64227	65525
185320	89385	13063	42750	38531	35387	13055	12887	4007	84972	85497	28422	44880	62962	49930	985	100388	23075	73395	63397	19020	19094	42945	5857	57591	88933	36169	34049	24350	47837	59523	116750	27962	63051	104813	54715	47931	56369	61403	16476	18843	58548	59724	66651	4880	2665	46531	27965	89246	23365	100883	95695	25951	22098	91768	52427	129240	38374	35500	129532	28802	133179	87830	40877	4960	108844	58185	21179	113075	63152	91535	75092	26133	14970	88035	31954	20440	13488	55937	72989	6466	58561	80564	65789	75608	19469	65136	31685	109043	75524	83124	4145	8654	38667	859	4731	15625	63306	4133	126531	64890
186722	79405	76819	65800	72752	95134	60382	12637	33530	90908	21018	68209	55427	21481	55937	28802	65024	18843	29309	18641	5265	56266	104813	63068	10401	15655	36053	58362	39396	129240	64373	72168	69459	70856	25698	13811	50933	95488	104824	20313	36646	68702	13198	45423	115097	38709	67127	59925	97042	69218	14468	51642	7860	24995	99606	70853	21651	26301	107986	45033	116750	40441	106081	51506	50843	35272	68896	31204	103576	46657	31748	12016	80616	46129	51162	39703	58242	129532	53987	25556	61832	58885	46280	18867	45797	26729	34173	5576	102798	55040	45168	4944	110201	37952	28109	11319	14112	55200	71134	8754	25951
185780	39446	86826	97109	29929	10396	8630	43508	30643	65543	5723	48954	131502	45948	91526	30483	91455	51162	31954	12798	1769	37420	9019	37904	54335	12058	3567	57407	23198	78351	15116	73469	90626	59827	55233	17539	94212	20571	26824	98705	28221	5164	33192	42945	4770	71557	9300	2375	23916	44141	23555	104008	38447	74485	54522	43090	21971	99918	50611	36255	77245	11531	5576	14996	79199	8318	46420	62574	9460	47772	116750	2309	60849	74380	8264	20271	80522	1700	53700	16765	36646	75053	37056	3986	18253	27155	3317	83124	35729	65147	41418	30265	45423	41935	98597	41135	31136	43722	46873	7041	46606
185528	67268	88427	132797	44401	22244	75799	32562	21611	6257	33953	72319	68554	67947	37638	5869	99606	13627	46865	63757	19202	65085	90199	86558	40804	39643	53577	1132	9750	15840	83495	22155	24060	39159	82741	102739	8898	72924	6157	48854	59720	42966	84161	10396	72638	19265	55393	16850	2428	4024	32388	80026	22571	25138	37523	65024	51648	36470	18253	11001	14193	45168	15435	87830	54197	421	23365	28494	45317	106117	55427	52538	49837	54418	31180	62911	19488	63069	31392	58772	52582	24367	26765	34106	9356	21492	65895	15714	11487	5857	87103	4890	18476	75549	54024	29854	75832	98586	144418	42275	97042
186514	10651	113308	24908	109218	19488	52916	20203	61374	39443	34173	38482	35620	8859	54418	82966	3957	32040	19950	92837	104176	45446	54011	132532	2900	67203	97716	59419	30352	75366	18524	119246	3567	1679	28248	61308	68406	55124	49837	16145	14131	32145	94467	27054	54749	44880	98705	56768	20662	21651	21611	94993	6315	24350	23475	23786	118504	51201	139015	24020	35333	82365	18420	24685	74654	64119	34464	81332	89481	6651	1329	13211	6641	84317	129432	51753	78272	27140	55793	75084	6568	47874	52435	36558	19020	50109	41695	48283	8015	55826	83094	41284	82741	38762	70572	64373	62962	59956	81576	73433	126531
185956	1153	139015	15797	104042	61072	52104	55504	60198	10726	2910	65976	47165	17955	25158	121806	20442	36510	15945	24091	18352	41012	3983	91560	6157	63398	48446	120043	31586	42968	51611	36149	95816	41310	51457	85984	40804	55474	26193	7436	36693	63313	44957	18361	98597	26133	73062	21764	6671	11434	6735	95874	87237	70821	48053	2758	48448	81576	63397	96385	53302	7614	23381	74911	77004	98726	60640	51318	538	36617	61403	78108	88933	29066	66660	71867	45078	68131	8387	23334	5187	16300	8122	38093	1679	20572	61374	67874	48126	62380	21492	119611	24530	118453	6568	55089	65413	54291	104680	9623	35159
